/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
20B_X|APN20B|SXC|P9|PM15M|-40.000000|-40.000000|-40.000000|-5.960220|-5.960220|-5.960220|2020-06-03 14:30:00
20B_X|APN20B|SXC|P10|PM15M|-43.486500|-37.465900|-41.884602|-4.953930|-4.932240|-4.953930|2020-06-03 14:30:00
20B_X|APN20B|SXC|P11|PM15M|8.164730|8.164730|8.164730|8.164730|8.164730|8.164730|2020-06-03 14:30:00
20B_X|APN20B|SXC|P12|PM15M|-6.946490|-6.848700|-6.911590|-5.826940|-5.810360|-5.826940|2020-06-03 14:30:00
20B_X|APN20B|SXC|P13|PM15M|-7.736970|-7.668180|-7.713520|-4.932240|-4.916050|-4.932240|2020-06-03 14:30:00
20B_X|APN20B|SXC|P14|PM15M|-7.074950|-6.988410|-7.030340|-6.024080|-6.017130|-6.024080|2020-06-03 14:30:00
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M03|P1|PM15M|-2.513470|-2.391250|-2.461270|-3.228490|-3.219370|-3.219370|2020-06-03 14:30:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.646410|-2.629660|-2.646410|2020-06-03 14:30:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.980550|1.132080|0.980551|2020-06-03 14:30:00
80C|APN80A|M04|P2|PM15M|-2.792620|-2.779420|-2.787230|-3.392290|-3.373370|-3.373370|2020-06-03 14:30:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M06|P1|PM15M|-8.177950|-8.151340|-8.166510|-6.230580|-6.217840|-6.230580|2020-06-03 14:30:00
80C|APN80A|M06|P2|PM15M|-38.864601|-36.807999|-38.725399|-6.034520|-6.025820|-6.034520|2020-06-03 14:30:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M07|P1|PM15M|-5.814240|-5.806170|-5.809530|-5.412110|-5.404570|-5.412110|2020-06-03 14:30:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M07|P6|PM15M|-6.736640|-6.645420|-6.688600|-6.315270|-6.291170|-6.315270|2020-06-03 14:30:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:30:00
