/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M03|P1|PM15M|-2.451170|-2.410880|-2.428000|-3.230320|-3.224840|-3.224840|2020-06-03 17:15:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.648010|-2.631260|-2.648000|2020-06-03 17:15:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.968753|1.064630|0.968754|2020-06-03 17:15:00
80C|APN80A|M04|P2|PM15M|-2.792620|-2.787670|-2.789930|-3.393240|-3.371480|-3.371480|2020-06-03 17:15:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M06|P1|PM15M|-8.167290|-8.151340|-8.161540|-6.228760|-6.223300|-6.228760|2020-06-03 17:15:00
80C|APN80A|M06|P2|PM15M|-38.864601|-36.807999|-38.727600|-6.034520|-6.025820|-6.034520|2020-06-03 17:15:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M07|P1|PM15M|-5.814240|-5.807780|-5.810720|-5.412110|-5.407580|-5.412110|2020-06-03 17:15:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M07|P6|PM15M|-6.771610|-6.724370|-6.741900|-6.315270|-6.291170|-6.315270|2020-06-03 17:15:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 17:15:00
