/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M03|P1|PM15M|-2.433640|-2.399550|-2.419330|-3.225760|-3.218460|-3.218460|2020-06-04 03:30:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.641620|-2.624890|-2.641620|2020-06-04 03:30:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.918428|1.064630|0.918429|2020-06-04 03:30:00
80C|APN80A|M04|P2|PM15M|-2.800060|-2.794270|-2.796310|-3.392290|-3.370530|-3.370530|2020-06-04 03:30:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M06|P1|PM15M|-8.180620|-8.164630|-8.172420|-6.228760|-6.219660|-6.228760|2020-06-04 03:30:00
80C|APN80A|M06|P2|PM15M|-38.864601|-36.807999|-38.588200|-6.034520|-6.024080|-6.034520|2020-06-04 03:30:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M07|P1|PM15M|-5.811010|-5.804550|-5.807430|-5.412110|-5.404570|-5.412110|2020-06-04 03:30:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M07|P6|PM15M|-6.714170|-6.667540|-6.689090|-6.315270|-6.291170|-6.315270|2020-06-04 03:30:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 03:30:00
