/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
20B_X|APN20B|SXC|P9|PM15M|-40.000000|-40.000000|-40.000000|-5.989440|-5.960220|-5.989440|2020-06-03 15:00:00
20B_X|APN20B|SXC|P10|PM15M|-43.486500|-37.465900|-41.077801|-4.953930|-4.932240|-4.953930|2020-06-03 15:00:00
20B_X|APN20B|SXC|P11|PM15M|8.164730|8.164730|8.164730|8.164730|8.164730|8.164730|2020-06-03 15:00:00
20B_X|APN20B|SXC|P12|PM15M|-6.893070|-6.848700|-6.872550|-5.826940|-5.810360|-5.826940|2020-06-03 15:00:00
20B_X|APN20B|SXC|P13|PM15M|-7.704730|-7.684140|-7.697900|-4.937660|-4.916050|-4.937650|2020-06-03 15:00:00
20B_X|APN20B|SXC|P14|PM15M|-7.079430|-7.041460|-7.064920|-6.024080|-6.013660|-6.024080|2020-06-03 15:00:00
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M03|P1|PM15M|-2.423000|-2.394270|-2.405670|-3.231240|-3.224840|-3.224840|2020-06-03 15:00:00
80C|APN80A|M03|P2|PM15M|-33.010300|-32.218498|-32.957600|-2.643210|-2.631260|-2.643210|2020-06-03 15:00:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.859324|1.064630|0.859325|2020-06-03 15:00:00
80C|APN80A|M04|P2|PM15M|-2.786020|-2.782720|-2.784470|-3.394190|-3.373370|-3.373370|2020-06-03 15:00:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M06|P1|PM15M|-8.167290|-8.146040|-8.155550|-6.228760|-6.221480|-6.228760|2020-06-03 15:00:00
80C|APN80A|M06|P2|PM15M|-38.864601|-35.251301|-38.624199|-6.032780|-6.027550|-6.032780|2020-06-03 15:00:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M07|P1|PM15M|-5.815860|-5.807780|-5.811890|-5.413620|-5.406080|-5.413620|2020-06-03 15:00:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M07|P6|PM15M|-6.724370|-6.679660|-6.704880|-6.315270|-6.291170|-6.315270|2020-06-03 15:00:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 15:00:00
