/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M03|P1|PM15M|-2.397280|-2.388990|-2.392170|-3.222110|-3.217550|-3.217550|2020-06-04 02:45:00
80C|APN80A|M03|P2|PM15M|-33.010300|-32.218498|-32.958199|-2.642420|-2.628870|-2.642410|2020-06-04 02:45:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.965277|1.068700|0.965278|2020-06-04 02:45:00
80C|APN80A|M04|P2|PM15M|-2.803370|-2.800060|-2.801930|-3.390400|-3.373370|-3.373370|2020-06-04 02:45:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M06|P1|PM15M|-8.185970|-8.172620|-8.179750|-6.230580|-6.219660|-6.230580|2020-06-04 02:45:00
80C|APN80A|M06|P2|PM15M|-38.864601|-35.251301|-38.482800|-6.032780|-6.025820|-6.032780|2020-06-04 02:45:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M07|P1|PM15M|-5.812620|-5.802940|-5.806630|-5.415130|-5.404570|-5.415130|2020-06-04 02:45:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M07|P6|PM15M|-6.746900|-6.689780|-6.714140|-6.315270|-6.291170|-6.315270|2020-06-04 02:45:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:45:00
