/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M03|P1|PM15M|-2.370970|-2.367220|-2.369440|-3.220280|-3.213000|-3.213000|2020-06-04 00:45:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.644010|-2.628070|-2.644010|2020-06-04 00:45:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.976737|1.060890|0.976738|2020-06-04 00:45:00
80C|APN80A|M04|P2|PM15M|-2.811660|-2.808350|-2.810210|-3.391350|-3.375260|-3.375260|2020-06-04 00:45:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M06|P1|PM15M|-8.194000|-8.180620|-8.188720|-6.230580|-6.219660|-6.230580|2020-06-04 00:45:00
80C|APN80A|M06|P2|PM15M|-38.864601|-35.251301|-38.315201|-6.032780|-6.025820|-6.032780|2020-06-04 00:45:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M07|P1|PM15M|-5.814240|-5.804550|-5.810160|-5.410600|-5.403060|-5.410600|2020-06-04 00:45:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M07|P6|PM15M|-6.679660|-6.635400|-6.657700|-6.315270|-6.291170|-6.315270|2020-06-04 00:45:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:45:00
