/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M03|P1|PM15M|-2.405590|-2.385980|-2.393360|-3.221190|-3.216640|-3.216640|2020-06-04 02:30:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.646410|-2.626480|-2.646410|2020-06-04 02:30:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.926154|1.072100|0.926155|2020-06-04 02:30:00
80C|APN80A|M04|P2|PM15M|-2.804200|-2.800890|-2.802470|-3.392290|-3.365820|-3.365820|2020-06-04 02:30:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M06|P1|PM15M|-8.185970|-8.172620|-8.178520|-6.228760|-6.219660|-6.228760|2020-06-04 02:30:00
80C|APN80A|M06|P2|PM15M|-38.864601|-36.807999|-38.595100|-6.032780|-6.024080|-6.032780|2020-06-04 02:30:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M07|P1|PM15M|-5.811010|-5.801320|-5.805860|-5.410600|-5.403060|-5.410600|2020-06-04 02:30:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M07|P6|PM15M|-6.746900|-6.689780|-6.707720|-6.315270|-6.291170|-6.315270|2020-06-04 02:30:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:30:00
