/* TID|System Type|Slot|Time|Max|Min|Average|Date */
80C|APN80A|MMA|PM15M|41.500000|41.000000|41.252499|2020-06-03 08:00:00
80C|APN80A|M03|PM15M|42.500000|41.500000|41.993401|2020-06-03 08:00:00
80C|APN80A|MXCA|PM15M|40.000000|40.000000|40.000000|2020-06-03 08:00:00
80C|APN80A|M04|PM15M|40.500000|40.500000|40.500000|2020-06-03 08:00:00
80C|APN80A|M06|PM15M|44.500000|43.500000|43.993401|2020-06-03 08:00:00
80C|APN80A|M07|PM15M|40.500000|39.500000|39.993401|2020-06-03 08:00:00
20B_X|APN20B|SXC|PM15M|59.000000|58.000000|58.517502|2020-06-03 08:00:00
20B_X|APN20B|SCE|PM15M|59.000000|58.000000|58.517502|2020-06-03 08:00:00
