/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M03|P1|PM15M|-2.429080|-2.409370|-2.420170|-3.223020|-3.219370|-3.219370|2020-06-04 04:00:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.643210|-2.622510|-2.643210|2020-06-04 04:00:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.894812|1.079560|0.894813|2020-06-04 04:00:00
80C|APN80A|M04|P2|PM15M|-2.797580|-2.793450|-2.794830|-3.395140|-3.373370|-3.373370|2020-06-04 04:00:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M06|P1|PM15M|-8.180620|-8.161970|-8.170710|-6.228760|-6.219660|-6.228760|2020-06-04 04:00:00
80C|APN80A|M06|P2|PM15M|-38.864601|-36.807999|-38.590500|-6.034520|-6.024080|-6.034520|2020-06-04 04:00:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M07|P1|PM15M|-5.812620|-5.804550|-5.808440|-5.410600|-5.403060|-5.410600|2020-06-04 04:00:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M07|P6|PM15M|-6.701950|-6.667540|-6.685720|-6.315270|-6.291170|-6.315270|2020-06-04 04:00:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 04:00:00
