/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M03|P1|PM15M|-2.401060|-2.389750|-2.395210|-3.221190|-3.216640|-3.216640|2020-06-04 01:45:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.644810|-2.627280|-2.644810|2020-06-04 01:45:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.910687|1.064630|0.910688|2020-06-04 01:45:00
80C|APN80A|M04|P2|PM15M|-2.804200|-2.801720|-2.803260|-3.396090|-3.373370|-3.373370|2020-06-04 01:45:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M06|P1|PM15M|-8.183300|-8.172620|-8.179700|-6.230580|-6.217840|-6.230580|2020-06-04 01:45:00
80C|APN80A|M06|P2|PM15M|-38.864601|-35.251301|-38.480499|-6.032780|-6.025820|-6.032780|2020-06-04 01:45:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M07|P1|PM15M|-5.809390|-5.802940|-5.806290|-5.412110|-5.406080|-5.412110|2020-06-04 01:45:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M07|P6|PM15M|-6.746900|-6.689780|-6.709740|-6.315270|-6.291170|-6.315270|2020-06-04 01:45:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:45:00
