/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M03|P1|PM15M|-2.394270|-2.384480|-2.388800|-3.220280|-3.216640|-3.216640|2020-06-04 01:30:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.644010|-2.628070|-2.644010|2020-06-04 01:30:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.941915|1.209690|0.941916|2020-06-04 01:30:00
80C|APN80A|M04|P2|PM15M|-2.805860|-2.802550|-2.804280|-3.394190|-3.359220|-3.359230|2020-06-04 01:30:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M06|P1|PM15M|-8.194000|-8.175290|-8.184800|-6.226940|-6.219660|-6.226940|2020-06-04 01:30:00
80C|APN80A|M06|P2|PM15M|-38.864601|-36.807999|-38.592800|-6.032780|-6.027550|-6.032780|2020-06-04 01:30:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M07|P1|PM15M|-5.812620|-5.804550|-5.808030|-5.412110|-5.404570|-5.412110|2020-06-04 01:30:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M07|P6|PM15M|-6.714170|-6.679660|-6.701360|-6.315270|-6.291170|-6.315270|2020-06-04 01:30:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:30:00
