/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M03|P1|PM15M|-2.373210|-2.368720|-2.371280|-3.218460|-3.213910|-3.213910|2020-06-04 00:15:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.649600|-2.624890|-2.649600|2020-06-04 00:15:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.906812|1.139770|0.906813|2020-06-04 00:15:00
80C|APN80A|M04|P2|PM15M|-2.811660|-2.808350|-2.810020|-3.397040|-3.374310|-3.374310|2020-06-04 00:15:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M06|P1|PM15M|-8.194000|-8.183300|-8.189210|-6.225120|-6.217840|-6.225110|2020-06-04 00:15:00
80C|APN80A|M06|P2|PM15M|-38.864601|-35.251301|-38.267399|-6.031030|-6.024080|-6.031030|2020-06-04 00:15:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M07|P1|PM15M|-5.817480|-5.806170|-5.811020|-5.410600|-5.403060|-5.410600|2020-06-04 00:15:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M07|P6|PM15M|-6.689780|-6.645420|-6.664000|-6.315270|-6.291170|-6.315270|2020-06-04 00:15:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:15:00
