/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M03|P1|PM15M|-2.383730|-2.368720|-2.377040|-3.221190|-3.215730|-3.215730|2020-06-04 01:00:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.640820|-2.628070|-2.640820|2020-06-04 01:00:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.961102|1.064630|0.961103|2020-06-04 01:00:00
80C|APN80A|M04|P2|PM15M|-2.810830|-2.805860|-2.807770|-3.394190|-3.373370|-3.373370|2020-06-04 01:00:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M06|P1|PM15M|-8.194000|-8.172620|-8.184490|-6.228760|-6.219660|-6.228760|2020-06-04 01:00:00
80C|APN80A|M06|P2|PM15M|-38.864601|-36.807999|-38.590500|-6.034520|-6.027550|-6.034520|2020-06-04 01:00:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M07|P1|PM15M|-5.812620|-5.804550|-5.808030|-5.410600|-5.404570|-5.410600|2020-06-04 01:00:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M07|P6|PM15M|-6.701950|-6.635400|-6.679430|-6.315270|-6.291170|-6.315270|2020-06-04 01:00:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 01:00:00
