/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M03|P1|PM15M|-2.428320|-2.404830|-2.415300|-3.224840|-3.219370|-3.219370|2020-06-04 05:00:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.641620|-2.624890|-2.641620|2020-06-04 05:00:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.910687|1.117330|0.910688|2020-06-04 05:00:00
80C|APN80A|M04|P2|PM15M|-2.795930|-2.793450|-2.794620|-3.395140|-3.373370|-3.373370|2020-06-04 05:00:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M06|P1|PM15M|-8.183300|-8.156650|-8.172720|-6.230580|-6.223300|-6.230580|2020-06-04 05:00:00
80C|APN80A|M06|P2|PM15M|-38.864601|-38.864601|-38.864601|-6.032780|-6.024080|-6.032780|2020-06-04 05:00:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M07|P1|PM15M|-5.809390|-5.804550|-5.807250|-5.410600|-5.404570|-5.410600|2020-06-04 05:00:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M07|P6|PM15M|-6.701950|-6.645420|-6.675530|-6.315270|-6.291170|-6.315270|2020-06-04 05:00:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:00:00
