/* TID|System Type|Slot|Time|Max|Min|Average|Date */
20B_X|APN20B|SXC|PM15M|56.000000|56.000000|56.000000|2020-06-02 12:15:00
20B_X|APN20B|SCE|PM15M|56.000000|56.000000|56.000000|2020-06-02 12:15:00
80C|APN80A|MMA|PM15M|40.500000|40.000000|40.277401|2020-06-02 12:15:00
80C|APN80A|M03|PM15M|41.500000|40.500000|40.945099|2020-06-02 12:15:00
80C|APN80A|MXCA|PM15M|39.000000|39.000000|39.000000|2020-06-02 12:15:00
80C|APN80A|M04|PM15M|39.500000|39.500000|39.500000|2020-06-02 12:15:00
80C|APN80A|M06|PM15M|42.500000|42.500000|42.500000|2020-06-02 12:15:00
80C|APN80A|M07|PM15M|39.500000|39.500000|39.500000|2020-06-02 12:15:00
