/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M03|P1|PM15M|-2.518120|-2.428320|-2.465970|-3.244050|-3.234890|-3.234890|2020-06-03 13:45:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.654400|-2.640820|-2.654400|2020-06-03 13:45:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.945759|1.064630|0.945760|2020-06-03 13:45:00
80C|APN80A|M04|P2|PM15M|-2.804200|-2.795930|-2.801340|-3.391350|-3.370530|-3.370530|2020-06-03 13:45:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M06|P1|PM15M|-8.135450|-8.116980|-8.124070|-6.230580|-6.221480|-6.230580|2020-06-03 13:45:00
80C|APN80A|M06|P2|PM15M|-38.864601|-35.251301|-38.486801|-6.036260|-6.027550|-6.036260|2020-06-03 13:45:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M07|P1|PM15M|-5.866280|-5.856480|-5.862250|-5.410600|-5.404570|-5.410600|2020-06-03 13:45:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M07|P6|PM15M|-6.736640|-6.679660|-6.709890|-6.315270|-6.291170|-6.315270|2020-06-03 13:45:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:45:00
20B_X|APN20B|SXC|P9|PM15M|-40.000000|-40.000000|-40.000000|-5.989440|-5.960220|-5.989440|2020-06-03 13:45:00
20B_X|APN20B|SXC|P10|PM15M|-43.486500|-37.465900|-41.680698|-4.953930|-4.932240|-4.953930|2020-06-03 13:45:00
20B_X|APN20B|SXC|P11|PM15M|8.164730|8.164730|8.164730|8.164730|8.164730|8.164730|2020-06-03 13:45:00
20B_X|APN20B|SXC|P12|PM15M|-6.955090|-6.910090|-6.934310|-5.826940|-5.810360|-5.826940|2020-06-03 13:45:00
20B_X|APN20B|SXC|P13|PM15M|-7.732350|-7.665910|-7.704060|-4.932240|-4.910670|-4.932240|2020-06-03 13:45:00
20B_X|APN20B|SXC|P14|PM15M|-7.041460|-7.006020|-7.026910|-6.027550|-6.017130|-6.027550|2020-06-03 13:45:00
