/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M06|P7|PM1D|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:00:00
80C|APN80A|M06|P8|PM1D|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:00:00
80C|APN80A|M07|P1|PM1D|-5.894180|-5.802940|-5.816410|-5.416640|-5.403060|-5.416640|2020-06-04 00:00:00
80C|APN80A|M07|P2|PM1D|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:00:00
80C|APN80A|M07|P3|PM1D|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:00:00
80C|APN80A|M07|P4|PM1D|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:00:00
80C|APN80A|M07|P5|PM1D|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:00:00
80C|APN80A|M07|P6|PM1D|-6.794380|-6.623410|-6.706510|-6.315270|-6.291170|-6.315270|2020-06-04 00:00:00
80C|APN80A|M07|P7|PM1D|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:00:00
80C|APN80A|M07|P8|PM1D|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 00:00:00
