/* TID|System Type|Slot|Time|Max|Min|Average|Date */
80C|APN80A|MMA|PM15M|41.000000|41.000000|41.000000|2020-06-03 10:00:00
80C|APN80A|M03|PM15M|41.500000|41.500000|41.500000|2020-06-03 10:00:00
80C|APN80A|MXCA|PM15M|40.000000|39.500000|39.749599|2020-06-03 10:00:00
80C|APN80A|M04|PM15M|40.500000|39.500000|40.498299|2020-06-03 10:00:00
80C|APN80A|M06|PM15M|43.500000|43.500000|43.500000|2020-06-03 10:00:00
80C|APN80A|M07|PM15M|40.500000|39.500000|40.498299|2020-06-03 10:00:00
20B_X|APN20B|SXC|PM15M|57.000000|57.000000|57.000000|2020-06-03 10:00:00
20B_X|APN20B|SCE|PM15M|57.000000|57.000000|57.000000|2020-06-03 10:00:00
