/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M03|P1|PM15M|-2.474910|-2.448880|-2.458940|-3.222110|-3.217550|-3.217550|2020-06-04 07:15:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.642420|-2.626480|-2.642410|2020-06-04 07:15:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.918428|1.079560|0.918429|2020-06-04 07:15:00
80C|APN80A|M04|P2|PM15M|-2.789320|-2.786840|-2.788300|-3.390400|-3.372420|-3.372420|2020-06-04 07:15:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M06|P1|PM15M|-8.172620|-8.156650|-8.164770|-6.226940|-6.221480|-6.226940|2020-06-04 07:15:00
80C|APN80A|M06|P2|PM15M|-38.864601|-38.864601|-38.864601|-6.031030|-6.025820|-6.031030|2020-06-04 07:15:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M07|P1|PM15M|-5.812620|-5.806170|-5.809020|-5.412110|-5.404570|-5.412110|2020-06-04 07:15:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M07|P6|PM15M|-6.701950|-6.645420|-6.674200|-6.315270|-6.291170|-6.315270|2020-06-04 07:15:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:15:00
