/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M03|P1|PM15M|-2.368720|-2.364970|-2.366050|-3.218460|-3.214820|-3.214820|2020-06-03 22:00:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.643210|-2.621720|-2.643210|2020-06-03 22:00:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.918428|1.064630|0.918429|2020-06-03 22:00:00
80C|APN80A|M04|P2|PM15M|-2.814150|-2.812490|-2.813600|-3.391350|-3.372420|-3.372420|2020-06-03 22:00:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M06|P1|PM15M|-8.196680|-8.185970|-8.190840|-6.226940|-6.219660|-6.226940|2020-06-03 22:00:00
80C|APN80A|M06|P2|PM15M|-38.864601|-36.807999|-38.453400|-6.032780|-6.025820|-6.032780|2020-06-03 22:00:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M07|P1|PM15M|-5.817480|-5.809390|-5.812670|-5.410600|-5.404570|-5.410600|2020-06-03 22:00:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M07|P6|PM15M|-6.771610|-6.724370|-6.745690|-6.315270|-6.291170|-6.315270|2020-06-03 22:00:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 22:00:00
