/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
20B_X|APN20B|SXC|P9|PM15M|-40.000000|-40.000000|-40.000000|-5.960220|-5.960220|-5.960220|2020-06-03 14:45:00
20B_X|APN20B|SXC|P10|PM15M|-43.486500|-37.465900|-41.964802|-4.953930|-4.932240|-4.953930|2020-06-03 14:45:00
20B_X|APN20B|SXC|P11|PM15M|8.164730|8.164730|8.164730|8.164730|8.164730|8.164730|2020-06-03 14:45:00
20B_X|APN20B|SXC|P12|PM15M|-6.865550|-6.838200|-6.855040|-5.826940|-5.810360|-5.826940|2020-06-03 14:45:00
20B_X|APN20B|SXC|P13|PM15M|-7.700150|-7.663630|-7.684360|-4.932240|-4.916050|-4.932240|2020-06-03 14:45:00
20B_X|APN20B|SXC|P14|PM15M|-7.070470|-7.025920|-7.053510|-6.024080|-6.017130|-6.024080|2020-06-03 14:45:00
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M03|P1|PM15M|-2.445830|-2.419970|-2.430850|-3.229410|-3.224840|-3.224840|2020-06-03 14:45:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.644010|-2.632050|-2.644010|2020-06-03 14:45:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.945759|1.278500|0.945760|2020-06-03 14:45:00
80C|APN80A|M04|P2|PM15M|-2.788490|-2.785190|-2.786660|-3.396090|-3.375260|-3.375260|2020-06-03 14:45:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M06|P1|PM15M|-8.164630|-8.146040|-8.156390|-6.230580|-6.219660|-6.230580|2020-06-03 14:45:00
80C|APN80A|M06|P2|PM15M|-38.864601|-36.807999|-38.727699|-6.032780|-6.025820|-6.032780|2020-06-03 14:45:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M07|P1|PM15M|-5.815860|-5.807780|-5.811210|-5.413620|-5.404570|-5.413620|2020-06-03 14:45:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M07|P6|PM15M|-6.746900|-6.689780|-6.726040|-6.315270|-6.291170|-6.315270|2020-06-03 14:45:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:45:00
