/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M03|P1|PM15M|-2.547690|-2.495690|-2.526150|-3.225760|-3.219370|-3.219370|2020-06-04 08:15:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.646410|-2.626480|-2.646410|2020-06-04 08:15:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.902580|1.173040|0.902582|2020-06-04 08:15:00
80C|APN80A|M04|P2|PM15M|-2.783540|-2.778600|-2.780790|-3.390400|-3.373370|-3.373370|2020-06-04 08:15:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M06|P1|PM15M|-8.167290|-8.151340|-8.160490|-6.228760|-6.221480|-6.228760|2020-06-04 08:15:00
80C|APN80A|M06|P2|PM15M|-38.864601|-35.251301|-38.271999|-6.032780|-6.024080|-6.032780|2020-06-04 08:15:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M07|P1|PM15M|-5.815860|-5.807780|-5.811840|-5.412110|-5.404570|-5.412110|2020-06-04 08:15:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M07|P6|PM15M|-6.736640|-6.689780|-6.705500|-6.315270|-6.291170|-6.315270|2020-06-04 08:15:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 08:15:00
