/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M03|P1|PM15M|-2.467230|-2.435160|-2.443850|-3.222110|-3.216640|-3.216640|2020-06-04 07:45:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.641620|-2.624100|-2.641620|2020-06-04 07:45:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.894812|1.064630|0.894813|2020-06-04 07:45:00
80C|APN80A|M04|P2|PM15M|-2.790140|-2.787670|-2.789430|-3.389450|-3.372420|-3.372420|2020-06-04 07:45:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M06|P1|PM15M|-8.175290|-8.159310|-8.165060|-6.230580|-6.221480|-6.230580|2020-06-04 07:45:00
80C|APN80A|M06|P2|PM15M|-38.864601|-38.864601|-38.864601|-6.034520|-6.025820|-6.034520|2020-06-04 07:45:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M07|P1|PM15M|-5.814240|-5.804550|-5.808730|-5.410600|-5.404570|-5.410600|2020-06-04 07:45:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M07|P6|PM15M|-6.679660|-6.623410|-6.653530|-6.315270|-6.291170|-6.315270|2020-06-04 07:45:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:45:00
