/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M03|P1|PM15M|-2.505730|-2.401810|-2.442650|-3.244050|-3.235810|-3.235810|2020-06-03 13:30:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.654400|-2.637630|-2.654400|2020-06-03 13:30:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.910687|1.310730|0.910688|2020-06-03 13:30:00
80C|APN80A|M04|P2|PM15M|-2.811660|-2.797580|-2.805080|-3.394190|-3.375260|-3.375260|2020-06-03 13:30:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M06|P1|PM15M|-8.130170|-8.119620|-8.124360|-6.228760|-6.219660|-6.228760|2020-06-03 13:30:00
80C|APN80A|M06|P2|PM15M|-38.864601|-36.807999|-38.727600|-6.032780|-6.025820|-6.032780|2020-06-03 13:30:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M07|P1|PM15M|-5.867920|-5.859750|-5.864050|-5.413620|-5.406080|-5.413620|2020-06-03 13:30:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M07|P6|PM15M|-6.724370|-6.667540|-6.695950|-6.315270|-6.291170|-6.315270|2020-06-03 13:30:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 13:30:00
20B_X|APN20B|SXC|P9|PM15M|-40.000000|-40.000000|-40.000000|-5.989440|-5.960220|-5.989440|2020-06-03 13:30:00
20B_X|APN20B|SXC|P10|PM15M|-43.486500|-37.465900|-41.078400|-4.948500|-4.926840|-4.948500|2020-06-03 13:30:00
20B_X|APN20B|SXC|P11|PM15M|8.164730|8.164730|8.164730|8.164730|8.164730|8.164730|2020-06-03 13:30:00
20B_X|APN20B|SXC|P12|PM15M|-6.946490|-6.910090|-6.931170|-5.826940|-5.810360|-5.826940|2020-06-03 13:30:00
20B_X|APN20B|SXC|P13|PM15M|-7.727740|-7.663630|-7.705300|-4.932240|-4.910670|-4.932240|2020-06-03 13:30:00
20B_X|APN20B|SXC|P14|PM15M|-7.048140|-7.010440|-7.031720|-6.025820|-6.018860|-6.025810|2020-06-03 13:30:00
