/* TID|System Type|Slot|Time|Max|Min|Average|Date */
20B_X|APN20B|SXC|PM15M|51.000000|51.000000|51.000000|2020-06-03 14:30:00
20B_X|APN20B|SCE|PM15M|51.000000|51.000000|51.000000|2020-06-03 14:30:00
80C|APN80A|MMA|PM15M|36.500000|35.500000|35.991001|2020-06-03 14:30:00
80C|APN80A|M03|PM15M|37.500000|36.500000|36.820900|2020-06-03 14:30:00
80C|APN80A|MXCA|PM15M|36.000000|35.000000|35.320900|2020-06-03 14:30:00
80C|APN80A|M04|PM15M|37.500000|36.500000|36.820900|2020-06-03 14:30:00
80C|APN80A|M06|PM15M|41.500000|40.500000|40.820900|2020-06-03 14:30:00
80C|APN80A|M07|PM15M|36.500000|36.500000|36.500000|2020-06-03 14:30:00
