/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M03|P1|PM15M|-2.407860|-2.392760|-2.402390|-3.228490|-3.222110|-3.222110|2020-06-03 18:00:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.647210|-2.634440|-2.647210|2020-06-03 18:00:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.902580|1.064630|0.902582|2020-06-03 18:00:00
80C|APN80A|M04|P2|PM15M|-2.782720|-2.779420|-2.781050|-3.397040|-3.376200|-3.376200|2020-06-03 18:00:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M06|P1|PM15M|-8.167290|-8.151340|-8.159310|-6.230580|-6.223300|-6.230580|2020-06-03 18:00:00
80C|APN80A|M06|P2|PM15M|-38.864601|-38.864601|-38.864601|-6.034520|-6.027550|-6.034520|2020-06-03 18:00:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M07|P1|PM15M|-5.814240|-5.807780|-5.811160|-5.413620|-5.406080|-5.413620|2020-06-03 18:00:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M07|P6|PM15M|-6.701950|-6.645420|-6.676450|-6.315270|-6.291170|-6.315270|2020-06-03 18:00:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 18:00:00
