/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M03|P1|PM15M|-2.401060|-2.392760|-2.395580|-3.221190|-3.216640|-3.216640|2020-06-04 02:00:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.642420|-2.628070|-2.642410|2020-06-04 02:00:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.894812|1.064630|0.894813|2020-06-04 02:00:00
80C|APN80A|M04|P2|PM15M|-2.804200|-2.801720|-2.802940|-3.390400|-3.377150|-3.377150|2020-06-04 02:00:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M06|P1|PM15M|-8.185970|-8.169950|-8.178480|-6.228760|-6.217840|-6.228760|2020-06-04 02:00:00
80C|APN80A|M06|P2|PM15M|-38.864601|-36.807999|-38.725201|-6.036260|-6.025820|-6.036260|2020-06-04 02:00:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M07|P1|PM15M|-5.807780|-5.802940|-5.806050|-5.412110|-5.406080|-5.412110|2020-06-04 02:00:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M07|P6|PM15M|-6.746900|-6.689780|-6.709630|-6.315270|-6.291170|-6.315270|2020-06-04 02:00:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 02:00:00
