/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M03|P1|PM15M|-2.477210|-2.451170|-2.467200|-3.224840|-3.219370|-3.219370|2020-06-04 07:00:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.644810|-2.628870|-2.644810|2020-06-04 07:00:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.906812|1.064630|0.906813|2020-06-04 07:00:00
80C|APN80A|M04|P2|PM15M|-2.788490|-2.786020|-2.786880|-3.393240|-3.375260|-3.375260|2020-06-04 07:00:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M06|P1|PM15M|-8.169950|-8.156650|-8.162400|-6.228760|-6.219660|-6.228760|2020-06-04 07:00:00
80C|APN80A|M06|P2|PM15M|-38.864601|-38.864601|-38.864601|-6.032780|-6.025820|-6.032780|2020-06-04 07:00:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M07|P1|PM15M|-5.814240|-5.807780|-5.810790|-5.412110|-5.406080|-5.412110|2020-06-04 07:00:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M07|P6|PM15M|-6.701950|-6.635400|-6.679930|-6.315270|-6.291170|-6.315270|2020-06-04 07:00:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 07:00:00
