/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M03|P1|PM15M|-2.416940|-2.401810|-2.408570|-3.226670|-3.219370|-3.219370|2020-06-04 05:15:00
80C|APN80A|M03|P2|PM15M|-33.010300|-32.218498|-32.957401|-2.641620|-2.626480|-2.641620|2020-06-04 05:15:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.894812|1.094770|0.894813|2020-06-04 05:15:00
80C|APN80A|M04|P2|PM15M|-2.796750|-2.793450|-2.794540|-3.397990|-3.376200|-3.376200|2020-06-04 05:15:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M06|P1|PM15M|-8.172620|-8.161970|-8.167170|-6.228760|-6.221480|-6.228760|2020-06-04 05:15:00
80C|APN80A|M06|P2|PM15M|-38.864601|-36.807999|-38.727600|-6.036260|-6.024080|-6.036260|2020-06-04 05:15:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M07|P1|PM15M|-5.811010|-5.802940|-5.807560|-5.412110|-5.404570|-5.412110|2020-06-04 05:15:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M07|P6|PM15M|-6.701950|-6.657470|-6.685660|-6.315270|-6.291170|-6.315270|2020-06-04 05:15:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-04 05:15:00
