/* TID|System Type|Slot|Port|PM_Type|RX_Min_Power|RX_Max_Power|RX_Avg_Power|TX_Min_Power|TX_Max_Power|TX_Avg_Power|Date */
20B_X|APN20B|SXC|P9|PM15M|-40.000000|-40.000000|-40.000000|-5.989440|-5.960220|-5.989440|2020-06-03 14:15:00
20B_X|APN20B|SXC|P10|PM15M|-43.486500|-35.705002|-41.486401|-4.953930|-4.937660|-4.953930|2020-06-03 14:15:00
20B_X|APN20B|SXC|P11|PM15M|8.164730|8.164730|8.164730|8.164730|8.164730|8.164730|2020-06-03 14:15:00
20B_X|APN20B|SXC|P12|PM15M|-6.929320|-6.874000|-6.906250|-5.810360|-5.810360|-5.810360|2020-06-03 14:15:00
20B_X|APN20B|SXC|P13|PM15M|-7.725430|-7.643230|-7.688510|-4.937660|-4.905290|-4.937650|2020-06-03 14:15:00
20B_X|APN20B|SXC|P14|PM15M|-7.052600|-7.006020|-7.018170|-6.024080|-6.015390|-6.024080|2020-06-03 14:15:00
80C|APN80A|M02|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M02|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M03|P1|PM15M|-2.514240|-2.501090|-2.509300|-3.222110|-3.216640|-3.216640|2020-06-03 14:15:00
80C|APN80A|M03|P2|PM15M|-33.010300|-33.010300|-33.010300|-2.643210|-2.627280|-2.643210|2020-06-03 14:15:00
80C|APN80A|M04|P1|PM15M|-40.000000|-40.000000|-40.000000|0.910687|1.064630|0.910688|2020-06-03 14:15:00
80C|APN80A|M04|P2|PM15M|-2.801720|-2.791790|-2.795240|-3.393240|-3.373370|-3.373370|2020-06-03 14:15:00
80C|APN80A|M05|P1|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M05|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M06|P1|PM15M|-8.188640|-8.175290|-8.183270|-6.228760|-6.217840|-6.228760|2020-06-03 14:15:00
80C|APN80A|M06|P2|PM15M|-38.864601|-38.864601|-38.864601|-6.034520|-6.022340|-6.034520|2020-06-03 14:15:00
80C|APN80A|M06|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M06|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M06|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M06|P6|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M06|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M06|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M07|P1|PM15M|-5.819100|-5.802940|-5.809440|-5.410600|-5.404570|-5.410600|2020-06-03 14:15:00
80C|APN80A|M07|P2|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M07|P3|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M07|P4|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M07|P5|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M07|P6|PM15M|-6.714170|-6.679660|-6.692530|-6.315270|-6.291170|-6.315270|2020-06-03 14:15:00
80C|APN80A|M07|P7|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
80C|APN80A|M07|P8|PM15M|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|-40.000000|2020-06-03 14:15:00
