/* TID|System Type|Slot|Time|Max|Min|Average|Date */
80C|APN80A|MMA|PM15M|43.000000|43.000000|43.000000|2020-06-03 02:45:00
80C|APN80A|M03|PM15M|43.500000|43.500000|43.500000|2020-06-03 02:45:00
80C|APN80A|MXCA|PM15M|41.500000|41.500000|41.500000|2020-06-03 02:45:00
80C|APN80A|M04|PM15M|42.500000|42.500000|42.500000|2020-06-03 02:45:00
80C|APN80A|M06|PM15M|45.500000|45.500000|45.500000|2020-06-03 02:45:00
80C|APN80A|M07|PM15M|41.500000|41.500000|41.500000|2020-06-03 02:45:00
20B_X|APN20B|SXC|PM15M|60.000000|60.000000|60.000000|2020-06-03 02:45:00
20B_X|APN20B|SCE|PM15M|60.000000|60.000000|60.000000|2020-06-03 02:45:00
